observation_id,gbifID,decimalLatitude,decimalLongitude,bdticm,bldfie,cecsol,clyppt,orcdrc,phihox,sltppt,sndppt
1103124405,1103124405,45.34671,5.49046,1652,1381,22,24,21,68,41,34
1103136241,1103136241,45.52671,5.49854,1991,1224,17,24,23,63,41,36
1103164594,1103164594,45.3521,5.23517,2550,1433,16,21,17,68,46,33
1103170911,1103170911,45.35457,5.10751,1639,1439,17,21,19,69,41,37
1103177255,1103177255,45.23331,6.37806,1818,1059,26,15,67,55,36,50
1103187368,1103187368,43.90121,5.67647,2156,1328,17,25,21,67,39,37
1103196043,1103196043,45.16381,5.60965,1617,1110,25,19,43,59,34,47
1103223682,1103223682,45.89467,5.12816,2419,1406,17,20,18,66,53,28
1103229629,1103229629,45.35909,4.85216,1838,1403,15,21,19,67,44,35
1103236979,1103236979,45.43671,5.49449,1917,1329,16,20,25,64,44,36
1103269365,1103269365,44.06403,6.30867,1802,1297,24,27,25,72,40,34
1103272594,1103272594,45.13943,6.49973,1322,1108,27,10,65,56,40,51
1103290690,1103290690,45.51064,6.13859,2362,1250,21,26,35,63,41,33
1103294345,1103294345,44.98947,5.34764,1586,1071,28,20,79,59,36,43
1103296844,1103296844,45.16671,5.48243,1031,1009,25,23,47,58,39,38
1103398690,1103398690,44.1769,5.43919,2343,1345,19,26,19,75,39,34
1103410728,1103410728,44.97081,6.10835,1989,1126,23,11,79,60,32,57
1103417050,1103417050,45.07672,5.47844,1358,1057,31,25,64,59,40,35
1103433251,1103433251,45.807,4.99598,2260,1401,16,22,17,68,37,41
1103442385,1103442385,46.06953,5.39379,2148,1283,20,25,31,61,46,29
1103443819,1103443819,45.89216,5.25707,2335,1387,14,18,16,65,45,37
1103445128,1103445128,46.15954,5.39772,1966,1281,19,21,33,63,48,31
1103448213,1103448213,45.52379,5.62658,1858,1294,17,21,24,63,38,40
1103454168,1103454168,43.81127,5.67225,1566,1383,19,26,23,77,41,33
1103454847,1103454847,46.15673,5.52724,1377,1255,25,30,33,59,39,31
1103457273,1103457273,45.25075,5.74127,1816,1240,20,23,39,63,39,39
1103460659,1103460659,46.06673,5.5231,1617,1193,22,26,37,60,43,30
1103464235,1103464235,45.97069,5.77712,1234,1066,28,28,58,62,41,30
1103469405,1103469405,45.43379,5.62233,1499,1245,19,24,25,58,41,35
1103478799,1103478799,45.44911,4.85516,2065,1400,16,24,18,71,45,30
1103481906,1103481906,44.52775,5.83209,2149,1248,26,22,34,71,39,39
1103485502,1103485502,44.71676,5.46259,1676,1185,18,19,44,61,37,44
1103490531,1103490531,44.90453,5.09061,1964,1371,18,23,22,69,46,31
1103492303,1103492303,43.9778,6.17893,2342,1348,18,21,26,69,38,41
1103494977,1103494977,44.89673,5.47049,1120,1081,25,20,53,60,37,43
1103503553,1103503553,44.80674,5.46653,1399,1099,33,20,87,61,40,40
1103506582,1103506582,44.88085,6.10336,1424,1124,24,15,56,65,32,52
1103516146,1103516146,44.81208,5.21369,1865,1239,19,20,39,65,37,43
1103518052,1103518052,44.71949,5.33638,1832,1184,22,30,41,66,37,33
1103521357,1103521357,44.07797,5.80971,1678,1290,19,20,29,68,38,43
1103522207,1103522207,44.16792,5.81415,2078,1362,19,23,21,72,40,36
1103534324,1103534324,45.88952,5.38597,1883,1204,20,27,47,61,46,26
1103542864,1103542864,45.98468,5.13164,2036,1421,14,21,16,62,47,32
1103543123,1103543123,46.1622,5.26818,2210,1397,12,17,19,59,41,41
1103550268,1103550268,46.07219,5.26447,2306,1355,13,17,24,58,46,37
1103550756,1103550756,45.89702,4.99924,2365,1427,15,19,17,63,49,32
1103554386,1103554386,45.97378,5.64806,1181,1031,29,27,54,60,41,33
1103556189,1103556189,46.06378,5.65239,1310,1081,25,28,47,58,41,32
1103560716,1103560716,46.15068,5.78624,1197,1179,21,20,44,53,35,44
1103567254,1103567254,46.24378,5.66111,1523,1206,24,26,43,60,41,33
1103571797,1103571797,46.15378,5.65674,1353,1109,26,28,57,56,38,34
1103572095,1103572095,46.24067,5.79081,1145,1016,34,27,69,53,41,32
1103576406,1103576406,46.41397,6.06023,957,1000,28,19,66,50,39,43
1103578632,1103578632,46.23741,5.9205,1058,992,33,21,78,60,40,39
1103581632,1103581632,46.33955,5.40561,1450,1215,22,28,42,61,43,28
1103595248,1103595248,46.34222,5.27565,2253,1401,16,20,18,60,47,33
1103598503,1103598503,46.25221,5.27191,2296,1341,16,21,23,61,46,34
1103623904,1103623904,45.70672,5.50667,1939,1379,17,21,19,64,43,36
1103631209,1103631209,45.20759,7.14164,2146,1123,21,12,74,56,37,51
1103634575,1103634575,45.88672,5.51486,1395,1201,24,28,38,58,41,32
1103635792,1103635792,45.7907,5.76807,2082,1332,18,20,21,66,39,40
1103639070,1103639070,45.88378,5.64373,1596,1144,19,22,48,58,37,40
1103642844,1103642844,45.8807,5.77259,1042,1008,33,27,55,61,41,33
1103647443,1103647443,45.6906,6.1488,1632,1130,22,20,47,57,41,38
1103657014,1103657014,45.4093,6.51672,1434,1138,25,15,50,55,39,47
1103658656,1103658656,45.67917,6.53388,1474,1087,29,16,71,58,34,49
1103660873,1103660873,45.26209,5.23156,1898,1327,19,22,23,63,43,35
1103662462,1103662462,45.17208,5.22797,1651,1355,19,24,21,68,42,34
1103730752,1103730752,46.25473,5.14215,2305,1412,13,21,16,62,51,29
1103732883,1103732883,46.07706,5.00579,2515,1408,13,19,20,62,41,40
1103733829,1103733829,45.49516,6.65033,170,941,37,12,77,54,33,55
1103737412,1103737412,44.14612,6.56368,2195,1175,25,17,44,65,37,45
1103748040,1103748040,45.05339,6.3672,1912,902,26,15,63,63,35,49
1103749932,1103749932,45.30217,7.02091,598,1031,27,8,69,56,38,54
1103750593,1103750593,44.53392,5.58054,2268,1267,21,23,28,66,35,41
1103754830,1103754830,44.44681,5.45083,1464,1255,18,21,46,67,39,39
1103755939,1103755939,44.24759,6.19405,1081,1159,26,23,43,67,36,41
1103758491,1103758491,44.58726,6.8438,1947,1101,28,10,54,58,34,55
1103761659,1103761659,44.44094,5.70201,1776,1289,20,19,41,66,40,41
1103764226,1103764226,45.66642,6.91879,256,1089,23,8,84,53,34,58
1103765059,1103765059,45.38743,7.15504,,,,,,,,
1103768003,1103768003,44.24388,6.31916,1670,1035,26,17,90,65,36,47
1103779508,1103779508,44.43106,6.07868,2367,1204,22,25,34,68,38,36
1103781289,1103781289,46.07927,4.87644,2253,1404,15,19,16,62,51,30
1103781593,1103781593,46.1693,4.87951,2189,1396,13,20,18,61,48,32
1103785707,1103785707,45.99131,4.74421,1989,1384,21,24,24,74,41,36
1103786499,1103786499,45.80465,5.12469,2195,1408,14,21,17,66,42,38
1103788451,1103788451,45.98925,4.87337,2068,1392,14,18,19,59,45,37
1103791376,1103791376,46.16708,5.00908,2311,1409,15,20,18,64,49,31
1103796440,1103796440,45.98704,5.00251,1873,1434,13,19,17,62,43,38
1103800000,1103800000,46.0747,5.13514,2133,1376,15,20,20,60,45,34
1103803339,1103803339,43.90419,5.55207,1563,1332,20,28,27,74,40,32
1103806896,1103806896,44.25459,5.94377,1683,1373,20,26,20,74,43,31
1103810402,1103810402,44.17405,5.56419,1494,1149,20,20,52,65,40,41
1103812334,1103812334,45.80215,5.25339,3451,1375,15,19,20,68,39,43
1103820716,1103820716,45.7095,5.37821,1709,1375,17,21,20,67,44,35
1103834821,1103834821,46.34712,5.0157,2723,1397,16,22,21,60,46,32
1103839070,1103839070,45.57649,6.91243,613,1054,26,7,69,52,36,57
1103839899,1103839899,46.43713,5.01902,2493,1383,14,19,17,59,48,32
1103858081,1103858081,46.12482,6.69222,1203,967,27,17,57,53,39,45
1103893801,1103893801,45.32706,6.25599,1962,1113,26,21,53,62,36,43
1103904025,1103904025,46.34934,4.8857,2262,1407,16,20,20,65,42,38
1103905224,1103905224,46.43476,5.14922,2468,1414,15,19,16,60,46,35
1103905769,1103905769,45.24072,6.12339,533,1008,21,15,70,53,38,47
1103911909,1103911909,46.16471,5.13864,2254,1410,15,22,21,60,48,29
1103915142,1103915142,46.52477,5.15277,2983,1396,13,22,22,60,39,38
1103917905,1103917905,46.34474,5.14568,2049,1355,20,24,40,63,34,41
1103919387,1103919387,46.25932,4.8826,2430,1411,13,20,20,65,38,42
1103919490,1103919490,46.2571,5.01239,2635,1414,15,22,16,59,48,31
1103924397,1103924397,44.87724,6.22989,963,1059,30,11,69,55,36,53
1103928063,1103928063,44.70092,6.09344,2688,1225,20,21,35,66,37,41
1103930045,1103930045,46.43223,5.27941,2585,1403,16,21,18,63,46,33
1103933442,1103933442,45.07382,5.60545,1377,840,28,21,107,60,38,41
1103940355,1103940355,44.98383,5.60126,1482,1099,26,25,52,58,35,40
1103947747,1103947747,44.80386,5.59293,1703,1166,21,19,50,61,37,43
1103948124,1103948124,44.89384,5.59709,1421,1035,27,25,62,63,40,36
1103993166,1103993166,44.40299,6.957,2753,1266,20,14,65,60,36,50
1103994875,1103994875,44.50165,6.71204,1574,1091,18,16,67,61,33,51
1104004959,1104004959,44.40743,6.83158,1345,1119,22,13,75,61,32,55
1104008319,1104008319,43.97411,6.30345,2091,1259,23,26,38,72,38,35
1104010549,1104010549,44.49734,6.83768,1068,1139,24,14,57,61,32,54
1104020715,1104020715,44.61772,5.83661,2531,1166,19,16,42,61,37,46
1104025535,1104025535,44.35398,5.57234,2747,1284,20,26,28,71,39,34
1104027851,1104027851,44.85255,6.9887,3768,1081,28,14,90,54,36,50
1104029104,1104029104,44.7756,6.6036,1615,1196,24,14,56,62,33,53
1104029660,1104029660,46.24674,5.53139,1551,1177,22,29,38,61,42,29
1104032117,1104032117,44.44953,5.32522,1587,1233,24,28,28,69,39,32
1104032156,1104032156,45.08208,5.22438,2061,1380,19,23,19,70,37,40
1104039304,1104039304,45.61379,5.63085,2421,1342,16,22,23,62,41,37
1104040981,1104040981,44.45455,5.07397,1799,1253,21,24,32,66,36,40
1104047723,1104047723,45.3438,5.61809,1650,1318,21,23,24,65,41,36
1104048857,1104048857,44.71388,5.58879,1713,1180,18,18,43,59,35,47
1104049693,1104049693,45.07947,5.35142,2226,1258,23,26,33,64,43,31
1104051975,1104051975,45.42417,6.00573,2505,1357,18,22,21,72,38,40
1104054385,1104054385,45.70071,5.76357,1664,1369,18,21,18,70,41,38
1104056263,1104056263,45.61071,5.75908,2064,1270,18,21,28,62,41,38
1104056945,1104056945,45.2538,5.61386,1836,1181,24,27,48,62,38,35
1104057810,1104057810,45.61671,5.5026,2186,1319,18,21,23,64,42,37
1104061337,1104061337,45.25671,5.48644,2637,1351,22,21,24,65,38,41
1104062636,1104062636,45.48203,7.03394,,,,,,,,
1104065857,1104065857,45.57195,7.04049,290,1086,24,12,73,54,36,52
1104065974,1104065974,45.5032,6.39449,518,937,28,10,121,53,37,53
1104071254,1104071254,45.52072,5.7546,1577,1269,20,24,36,59,41,35
1104074405,1104074405,45.58087,6.78435,1542,1176,27,14,71,57,37,49
1104079489,1104079489,45.31105,6.76601,362,1074,43,18,74,60,37,44
1104080278,1104080278,45.40099,6.77211,930,1019,24,14,78,57,36,50
1104081881,1104081881,46.14403,6.04518,2410,1364,19,22,23,63,41,37
1104088665,1104088665,45.7769,6.28252,1429,1081,32,24,70,59,38,38
1104090575,1104090575,46.21892,6.5687,1215,1011,21,18,48,55,41,41
1104090876,1104090876,46.30887,6.57457,1349,1042,31,24,83,59,42,34
1104093657,1104093657,46.31673,6.31492,1855,1380,19,21,28,59,44,34
1104096404,1104096404,45.96745,5.90618,1874,1243,19,25,34,62,46,29
1104097397,1104097397,46.05744,5.91094,1732,1278,21,24,37,59,44,32
1104099226,1104099226,46.04298,6.42784,1701,1054,29,20,62,60,41,40
1104101544,1104101544,45.95302,6.42224,1672,1080,22,15,90,56,40,45
1104133878,1104133878,44.25116,6.06892,1964,1184,25,24,32,70,41,35
1104140094,1104140094,44.27901,4.81689,2527,1428,15,23,15,76,36,41
1104140836,1104140836,44.36213,5.19611,2532,1233,21,30,34,71,38,32
1104142513,1104142513,45.44692,4.98305,1922,1367,16,22,20,61,46,32
1104151271,1104151271,45.3569,4.97984,1955,1428,16,22,17,70,44,34
1104152732,1104152732,43.89483,5.92522,942,1304,19,26,40,68,38,35
1104154203,1104154203,43.98803,5.80527,2104,1389,18,25,21,77,39,35
1104157087,1104157087,45.77309,6.41108,2082,1168,24,23,45,61,42,35
1104166464,1104166464,44.63209,5.20663,1484,1185,24,23,38,64,40,37
1104171945,1104171945,44.52445,5.95785,2311,1099,27,21,65,65,37,42
1104174865,1104174865,44.80083,5.71932,1644,1307,18,22,30,63,40,38
1104176573,1104176573,44.71085,5.71497,1308,1097,26,23,48,61,39,38
1104179616,1104179616,43.96218,6.67691,2054,1309,17,20,30,67,40,40
1104180766,1104180766,44.26401,5.56826,1956,1141,22,21,48,65,46,34
1104183723,1104183723,45.05716,6.24028,2431,1046,31,15,48,60,37,49
1104189672,1104189672,43.99414,5.5561,2962,1339,20,29,23,73,40,32
1104196875,1104196875,44.50982,6.46071,2603,1207,22,20,35,66,36,45
1104198776,1104198776,45.15075,6.11836,267,1054,20,13,86,51,32,56
1104211974,1104211974,44.53952,5.32893,1412,1226,19,24,30,64,38,38
1104216352,1104216352,45.14712,6.2455,378,1151,25,16,61,58,32,52
1104216750,1104216750,44.6295,5.33265,1995,1317,17,21,33,67,39,40
1104219514,1104219514,46.039,6.55702,1701,1086,20,19,48,57,37,44
1104226293,1104226293,45.7841,6.02533,2158,1270,22,23,33,62,39,38
1104227760,1104227760,46.3274,5.92531,1886,973,27,24,48,58,38,38
1104229918,1104229918,44.68567,6.59784,2917,1280,18,16,30,66,34,50
1104237332,1104237332,44.76264,6.98232,1467,1104,21,10,53,55,38,52
1104253394,1104253394,44.59976,6.46623,1811,1079,20,12,46,60,37,51
1104255184,1104255184,46.39037,6.84046,,,,,,,,
1104257066,1104257066,44.59573,6.59211,2046,1102,18,12,63,58,35,53
1104263614,1104263614,45.85497,6.67415,1425,1057,27,16,75,60,38,46
1104264333,1104264333,45.31934,6.51104,760,897,30,13,59,54,38,49
1104265414,1104265414,44.86958,6.4829,2379,1212,25,17,45,61,36,48
1104266146,1104266146,45.94904,6.55121,1032,880,27,18,91,57,38,44
1104281321,1104281321,44.0562,6.55805,1668,1123,21,15,53,61,35,49
1104282810,1104282810,45.29751,7.14833,926,1115,26,11,78,54,39,51
1104288154,1104288154,45.12681,6.88093,1491,996,35,12,84,53,35,53
1104290634,1104290634,45.76913,6.53964,1208,1028,33,15,93,58,36,50
1104293480,1104293480,44.95953,6.48849,1777,1127,19,12,51,56,38,50
1104295585,1104295585,45.39661,6.89977,792,1158,31,12,69,58,32,56
1104299327,1104299327,46.04682,6.29864,2003,1220,21,21,42,58,40,38
1104303787,1104303787,44.90901,4.8373,1610,1369,15,23,19,71,33,44
1104304185,1104304185,44.90684,4.96396,2102,1413,14,23,18,71,42,35
1104310096,1104310096,44.99454,5.09397,2361,1376,18,24,19,70,44,33
1104310377,1104310377,45.08904,4.84321,1655,1376,19,25,19,69,38,38
1104314189,1104314189,44.70769,5.84114,1183,1167,34,17,50,62,37,46
1104315634,1104315634,45.53212,5.24243,1784,1368,17,20,19,63,46,34
1104317851,1104317851,44.79766,5.84569,1818,1057,32,21,52,57,41,37
1104319341,1104319341,45.15757,5.86403,2069,1181,20,21,42,55,36,43
1104324181,1104324181,44.42748,6.20421,2412,1296,23,28,24,72,41,32
1104328705,1104328705,44.45211,5.1996,2117,1308,22,29,31,72,39,32
1104341759,1104341759,44.98079,5.72806,2183,1139,27,23,44,63,43,34
1104345231,1104345231,45.93624,6.938,343,1061,23,8,78,53,31,61
1104345322,1104345322,45.23709,6.25074,1653,1009,27,18,37,60,38,44
1104349477,1104349477,45.49925,6.52242,1929,1168,23,22,61,61,34,44
1104354044,1104354044,46.21048,6.82785,803,1027,30,15,83,49,35,50
1104363244,1104363244,44.9672,6.23508,265,1111,24,15,46,56,30,55
1104367350,1104367350,46.39883,6.58046,2287,1314,27,19,55,61,35,45
1104370650,1104370650,46.31287,6.44476,1767,1266,17,21,40,59,41,38
1104373883,1104373883,46.0306,6.81532,689,981,24,15,76,59,37,48
1104381900,1104381900,46.40283,6.45043,,,,,,,,
1104385119,1104385119,44.24003,6.44425,1816,1155,20,16,48,63,36,48
1104385209,1104385209,44.6897,6.47177,567,1128,25,12,77,54,33,56
1104385653,1104385653,44.32996,6.44972,1141,1062,18,14,73,59,36,50
1104394610,1104394610,44.5058,6.58638,1147,1056,22,12,60,57,38,50
1104395734,1104395734,45.53913,4.85817,,,,,,,,
1104397009,1104397009,46.30472,6.70437,1386,999,33,18,82,57,34,47
1104398931,1104398931,45.26689,4.97664,1780,1409,15,20,22,62,45,35
1104399586,1104399586,45.42067,6.13351,1382,1055,26,19,76,55,35,45
1104405436,1104405436,46.0505,6.16942,1937,1218,21,24,57,60,42,34
1104407491,1104407491,44.97761,5.85483,1625,1070,23,16,82,54,40,45
1104411342,1104411342,44.43779,5.82758,1911,1121,22,25,39,67,43,32
1104417082,1104417082,44.26687,5.44306,1875,1229,24,24,35,68,40,35
1104419112,1104419112,44.45684,4.94833,1660,1379,18,26,20,75,40,34
1104420503,1104420503,45.79672,5.51076,1692,1224,20,26,35,63,45,28
1104422467,1104422467,45.59316,6.40001,1380,999,27,13,106,55,38,49
1104430565,1104430565,45.76502,6.66817,1384,1020,26,11,65,53,40,48
1104430885,1104430885,44.43449,5.95314,2240,1320,20,26,20,73,41,32
1104431672,1104431672,45.68693,6.27718,1380,1027,27,16,97,54,42,41
1104435203,1104435203,45.30668,6.89347,2151,1040,23,13,80,58,36,51
1104443265,1104443265,46.05404,6.04019,1675,1246,17,22,32,60,43,34
1104445416,1104445416,46.39467,6.71047,1698,1095,20,18,55,58,43,39
1104449657,1104449657,46.23401,6.05018,2516,1367,17,21,29,64,40,39
1104452447,1104452447,44.95129,6.74183,2723,1180,20,16,59,62,34,50
1104454911,1104454911,44.95548,6.61517,1774,1247,19,11,47,60,36,53
1104463633,1104463633,44.69358,6.34568,1791,1154,24,17,50,65,36,47
1104469279,1104469279,45.04543,6.62098,2224,1135,27,16,53,62,34,50
1104470888,1104470888,45.04123,6.74785,2331,1127,17,11,49,60,37,52
1104480364,1104480364,45.04948,6.4941,609,1102,22,14,108,59,34,52
1104486297,1104486297,44.5421,5.20311,2149,1264,21,23,30,67,37,40
1104488351,1104488351,45.13116,6.75388,1456,1106,23,12,64,58,39,49
1104494307,1104494307,44.6239,5.58466,1576,1205,20,18,53,60,37,45
1104494948,1104494948,44.45899,4.82268,1657,1351,18,27,29,66,37,37
1104500461,1104500461,44.53679,5.45474,1714,1196,19,25,24,65,38,37
1104501931,1104501931,44.36456,5.07068,2232,1373,16,24,21,72,37,39
1104520208,1104520208,43.80815,5.79644,1990,1455,17,25,14,75,40,35
1104522742,1104522742,45.17455,5.10072,1862,1338,17,26,22,64,41,33
1104524653,1104524653,44.53091,5.70632,2036,1293,21,25,28,73,43,32
1104528367,1104528367,45.26456,5.10411,1970,1384,20,23,21,66,45,32
1104540196,1104540196,43.88788,6.17392,1844,1331,19,24,22,68,37,39
1104552387,1104552387,44.87348,6.3564,,,,,,,,
1104566575,1104566575,45.6075,5.8873,2170,1365,18,23,21,69,39,39
1104632819,1104632819,44.33753,6.19912,2564,1195,23,23,39,68,39,39
1104662972,1104662972,44.07128,6.05922,2027,1355,19,26,25,70,39,36
1104666397,1104666397,43.89142,6.04958,1484,1329,20,25,29,69,40,35
1104676905,1104676905,44.0747,5.93447,2915,1345,16,24,22,72,38,38
1104681377,1104681377,43.8049,5.92062,2054,1405,17,27,20,71,38,35
1104683953,1104683953,44.0811,5.68493,1988,1344,19,27,20,74,39,35
1104692071,1104692071,44.05208,6.68272,1543,1153,22,16,44,63,34,49
1104703204,1104703204,44.15395,6.3139,2365,1309,20,24,27,66,37,39
1104708679,1104708679,43.88036,6.42255,1508,1214,22,26,30,68,38,37
1104711317,1104711317,43.71158,6.04,1793,1384,20,25,20,75,41,34
1104712827,1104712827,43.71497,5.91603,1125,1297,19,27,35,69,38,35
1104719444,1104719444,43.70055,6.4118,1856,1295,22,24,41,69,36,40
1104730732,1104730732,43.99115,5.68069,1798,1343,20,28,21,72,39,33
1104746885,1104746885,43.87639,6.54684,2095,1287,21,22,28,66,37,41
1104748138,1104748138,44.06773,6.18395,2618,1384,20,22,23,73,41,37
1104748357,1104748357,44.08409,5.56014,1781,1369,20,25,22,73,41,33
1104751156,1104751156,43.70805,6.16395,2466,1286,21,26,35,71,39,36
1104751966,1104751966,43.89809,5.80085,1913,1376,20,27,20,75,41,32
1104754119,1104754119,44.42375,6.32972,2151,1114,23,19,41,64,34,47
1104765386,1104765386,44.72453,5.08392,1433,1349,19,26,30,70,37,37
1104772577,1104772577,45.97953,5.38987,1849,1208,20,30,34,58,45,26
1104773319,1104773319,44.26101,5.69344,1890,1322,21,25,22,72,40,35
1104776273,1104776273,45.34948,5.36282,2146,1404,17,24,20,69,43,32
1104781581,1104781581,44.78728,6.22472,658,1162,21,12,68,57,32,56
1104782430,1104782430,45.17687,4.97346,1577,1361,16,23,23,65,40,38
1104783876,1104783876,45.08686,4.97028,1548,1392,18,27,20,69,43,29
1104785400,1104785400,45.24421,5.99603,1103,991,26,15,61,51,39,46
1104789062,1104789062,45.24755,5.86866,2537,1331,19,20,26,68,40,41
1104791366,1104791366,45.25947,5.35901,1649,1314,19,26,26,66,39,36
1104793308,1104793308,45.59696,6.27185,2232,1325,19,18,34,65,38,43
1104801506,1104801506,44.369,4.81978,1713,1337,21,26,27,71,39,34
1104805385,1104805385,45.79951,5.38208,1964,1363,20,28,19,67,45,26
1104810173,1104810173,45.78747,5.89671,2121,1210,25,29,34,60,42,29
1104812774,1104812774,45.06759,5.85943,2099,1189,20,16,51,59,34,50
1104823797,1104823797,45.71214,5.24973,2144,1330,20,28,22,64,42,30
1104825110,1104825110,45.43073,5.75014,2025,1320,20,25,25,68,38,37
1104827904,1104827904,45.34074,5.7457,1018,1067,30,22,51,58,38,40
1104832670,1104832670,44.41588,6.58068,1656,1189,21,15,72,62,35,50
1104833194,1104833194,44.16122,6.06406,1964,1256,20,21,31,70,40,39
1104834603,1104834603,45.15423,5.99121,522,974,29,14,79,55,34,52
1104838495,1104838495,43.78239,6.66535,1862,1251,18,21,29,63,36,43
1104851109,1104851109,43.96629,6.55244,1193,1126,21,20,42,64,37,43
1104853520,1104853520,45.97673,5.51897,1098,1103,24,29,46,60,42,28
1104863495,1104863495,46.4104,6.19032,2680,1297,20,22,27,61,40,38
1104865070,1104865070,45.06078,6.11335,2936,1171,24,19,52,68,34,46
1104874752,1104874752,46.12896,6.56285,1659,1047,29,23,68,59,39,39
1104878407,1104878407,46.30043,6.83415,1070,1016,30,19,97,57,37,43
1104880405,1104880405,44.86554,6.60938,3191,1184,19,17,38,63,37,46
1104880438,1104880438,45.68312,6.40554,2188,1277,18,21,31,63,35,44
1104881605,1104881605,46.32399,6.0552,2131,1255,20,22,28,65,41,37
1104882018,1104882018,45.50699,6.26655,1244,1139,22,17,54,55,38,46
1104883680,1104883680,45.67082,6.79051,1725,1168,34,14,67,59,36,50
1104894586,1104894586,44.97428,5.9816,1543,1080,29,16,24,58,37,47
1104901893,1104901893,45.40521,6.64442,1155,996,25,12,65,58,37,51
1104902849,1104902849,44.51369,6.33502,,,,,,,,
1104912490,1104912490,44.27686,4.94215,2043,1408,15,24,16,78,37,39
1104912621,1104912621,45.44459,5.11093,1824,1311,15,23,33,57,42,35
1104915504,1104915504,45.87408,6.03026,1813,1247,20,22,38,59,45,33
1104926980,1104926980,45.5346,5.11435,2242,1381,17,20,21,64,47,33
1104933305,1104933305,45.95685,6.29325,1144,988,26,16,78,55,41,43
1104933377,1104933377,45.67507,6.6622,167,817,28,15,52,57,40,45
1104936741,1104936741,45.96053,6.16424,2204,1256,21,21,33,61,38,41
1104937125,1104937125,45.31527,6.63853,331,1014,26,15,73,56,34,51
1104938431,1104938431,45.87055,6.15908,,,,,,,,
1104944510,1104944510,45.13537,6.62682,1444,1120,24,9,66,56,40,52
1104944719,1104944719,45.48655,6.90609,1145,1090,29,11,77,55,34,54
1104948675,1104948675,45.58921,6.52814,1499,1040,29,12,64,58,38,50
1104951123,1104951123,45.14335,6.37262,418,1022,28,10,89,55,33,57
1104953758,1104953758,44.79434,5.97205,2896,1282,17,15,41,63,32,53
1104954105,1104954105,44.77964,6.47733,819,1071,19,11,76,55,37,52
1104961779,1104961779,44.54899,4.82558,1765,1388,15,25,19,76,39,36
1104964403,1104964403,44.51742,6.20931,2168,1106,22,24,52,64,38,38
1104968929,1104968929,44.61441,5.96257,2111,1140,21,17,51,59,39,44
1104971395,1104971395,44.34454,5.94845,2112,1319,21,25,35,70,40,34
1104972786,1104972786,45.69748,5.89199,2091,1390,13,24,34,71,38,39
1104976253,1104976253,43.87228,6.67112,1354,1135,19,22,37,61,36,43
1104981607,1104981607,45.60062,6.14368,2561,1156,25,25,57,61,40,34
1104987623,1104987623,43.95792,6.80136,1920,1333,19,21,26,71,38,42
1104991633,1104991633,44.34783,5.82309,2125,1341,20,26,20,75,41,33
1104992900,1104992900,45.3921,7.02741,1146,1153,23,12,74,55,39,49
1104994835,1104994835,45.41702,6.26126,2219,1215,21,17,65,60,39,45
1104998551,1104998551,44.44395,5.57643,1692,1222,21,21,33,63,36,42
1105000197,1105000197,44.62677,5.45866,1710,1226,18,22,37,65,38,41
1105001954,1105001954,44.72208,5.21016,1714,1309,20,28,29,68,37,36
1105004627,1105004627,45.85909,6.54541,1127,1023,28,18,85,55,39,43
1105006508,1105006508,46.52715,5.02236,2731,1416,14,20,19,63,39,41
1105007054,1105007054,44.819,4.83436,2038,1437,15,22,15,74,44,34
1105011347,1105011347,44.32595,6.575,1421,1124,24,11,44,61,37,52
1105017782,1105017782,44.41172,6.70614,2054,1279,19,18,33,67,37,45
1105018293,1105018293,44.34111,6.07379,2172,1301,21,23,30,67,41,36
1105019232,1105019232,44.35684,5.44694,1647,1318,22,26,31,70,40,34
1105019614,1105019614,43.98135,6.05439,1863,1361,18,23,22,71,38,39
1105021295,1105021295,44.54454,5.07728,1390,1309,20,31,32,68,35,34
1105028624,1105028624,44.60737,6.21443,1835,1173,21,18,52,60,38,44
1105033846,1105033846,44.67718,6.84994,1065,1142,17,14,61,60,34,52
1105034567,1105034567,44.60364,6.34034,2445,1184,25,16,47,63,37,47
1105039076,1105039076,44.78353,6.35103,609,1165,22,14,84,60,35,51
1105042775,1105042775,44.54684,4.95143,973,1362,17,28,24,71,41,31
1105050081,1105050081,45.51415,6.01061,1884,1297,20,26,25,71,40,34
1105052270,1105052270,45.86688,6.28787,1572,1083,27,18,74,59,38,45
1105062185,1105062185,45.78057,6.15393,2118,1126,24,25,42,61,40,35
1105066312,1105066312,46.22291,6.4391,2153,1189,23,25,49,61,42,33
1105067582,1105067582,46.12054,6.82158,123,870,30,12,90,56,40,48
1105069314,1105069314,46.13679,6.30405,2372,1334,20,24,28,61,41,36
1105069505,1105069505,45.96406,6.03522,1531,1342,17,22,23,63,37,41
1105071967,1105071967,46.14048,6.17462,1936,1127,23,25,73,57,38,37
1105072382,1105072382,46.13295,6.43346,2199,1208,24,24,66,63,41,36
1105081700,1105081700,46.21477,6.69829,1590,905,31,20,72,59,35,45
1105104483,1105104483,45.47735,7.16177,1012,1206,16,14,53,56,30,56
1105106421,1105106421,45.49093,6.77822,,,,,,,,
1105107939,1105107939,45.66188,7.04705,259,1071,28,11,83,57,32,58
1105109340,1105109340,45.22532,6.63267,1263,1104,21,12,58,57,35,53
1105124370,1105124370,44.59157,6.71796,1032,1114,20,12,58,56,32,56
1105127258,1105127258,45.8463,6.93158,,,,,,,,
